vehicle_id,normalized_plate,normalized_chassis,make,model,year,county_code,plate_category,source,reserve_price_kes,confidence,listing_type,extraction_method,plate_source_count,chassis_plate_count,is_govt_plate,has_chassis,has_price,fraud_label,fraud_confidence,fraud_reason,fraud_evidence,label_source,clean_label,label_noise
77856,KCL312N,,,,0,KCL,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
53112,KDH359R,,Mercedes,Benz,0,KDH,PRIVATE,family_bank,4000000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
95938,KCX387A,,,,0,KCX,PRIVATE,family_bank,5500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
70917,KDR359T,,,,0,KDR,PRIVATE,family_bank,850000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
96772,SKP2T,,,,0,SKP,PRIVATE,family_bank,4300000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
60612,KDJ158V,,,,0,KDJ,PRIVATE,family_bank,500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
4250,KDN269V,,,,0,KDN,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
77856,KCL312N,,,,0,KCL,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
54437,GP368L,5RFY9EWGWG0WJA4VN,Hyundai,Santa Fe,2013,GP,GOVERNMENT,greatwarfare,3800000,0.863,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
98718,NJ295P,4U1T4592PHSHWMKLK,Scania,R-Series,2012,NJ,PRIVATE,kenya_gazette,3900000,0.947,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
48873,GH790R,JMS2HPHG07KLGBVW1,BMW,X3,2007,GH,GOVERNMENT,family_bank,900000,0.917,VOLUNTARY_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
53876,GQ163I,5PG5PA3SKEU560DX4,Suzuki,Vitara,2009,GQ,GOVERNMENT,equity_bank,150000,0.893,COURT_ORDERED_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
40677,GW546N,UPW9UBHXWUHLF5HVF,Suzuki,Alto,2011,GW,GOVERNMENT,family_bank,1200000,0.831,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
34108,PE983F,2AB4PKF2HG2EBANCF,Hino,300 Series,2008,PE,PRIVATE,family_bank,1350000,0.871,SACCO_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
71697,PA881Q,NVUUGY1D70MCCSAVG,Suzuki,Vitara,2016,PA,PRIVATE,greatwarfare,300000,0.889,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
8139,NB985T,JA03XHGRNDZJ2A4K5,Ford,Ranger,2005,NB,PRIVATE,keysian_auctioneers,500000,0.812,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
87924,PA294A,ZUB669FCGNHS5PSWF,Tata,Indica,2013,PA,PRIVATE,kcb_bank,250000,0.893,MFI_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
53007,GZ434Z,K4PVNPJUBFGX68GWU,MAN,TGM,2019,GZ,GOVERNMENT,greatwarfare,4400000,0.804,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
56874,SA752F,1PFL4RCY9JLTL7642,Jeep,Compass,2021,SA,PRIVATE,equity_bank,3500000,0.883,BANK_REPOSSESSION,unknown,1,1,0,1,1,1,0.0,,[],ORGANIC_MULTI_SOURCE,0,1
72111,NJ361H,2WZMUVWUTPYLHR1BV,Honda,CR-V,2019,NJ,PRIVATE,kenya_gazette,450000,0.965,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
17420,GA914L,R9FDLXSZWYVBPU0K7,Chery,Arrizo,2010,GA,GOVERNMENT,greatwarfare,150000,0.853,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
22731,GB241X,FGDECFN9675Y02XPL,Hino,500 Series,2020,GB,GOVERNMENT,kra_disposals,5000000,0.999,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
84137,PE047Z,0F3438VBJ2LNFJ8SX,Mercedes-Benz,Vito,2022,PE,PRIVATE,family_bank,4400000,0.936,MFI_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
74922,KY534C,RGG4T426WLDMKTG2P,Isuzu,NPR,2014,KY,PRIVATE,equity_bank,700000,0.874,BANK_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
42405,KJ800U,F8X7DWGPA7AK61KRS,Porsche,Cayenne,2012,KJ,PRIVATE,kenya_gazette,2150000,0.888,MFI_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
24746,GS752L,HVF963JRTFALLCAYZ,Mercedes-Benz,Vito,2011,GS,GOVERNMENT,keysian_auctioneers,1400000,0.926,DEBT_ENFORCEMENT,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
88071,KX776Q,8VAB9XN2EYE4GPE2D,Hino,500 Series,2024,KX,PRIVATE,family_bank,7800000,0.949,DEBT_ENFORCEMENT,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
7546,KC422D,NCBJNLZYV5RJW9AMT,Mahindra,Bolero,2016,KC,PRIVATE,keysian_auctioneers,400000,0.857,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
55771,KH076R,RVXG2FXZH8DCJKPE1,Land Rover,Range Rover Sport,2022,KH,PRIVATE,kcb_bank,4250000,0.919,DEBT_ENFORCEMENT,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
56318,SB799M,J97KYUK8N6PZCYVRX,Peugeot,3008,2010,SB,PRIVATE,kcb_bank,250000,0.93,MFI_REPOSSESSION,unknown,1,1,0,1,1,1,0.0,,[],ORGANIC_MULTI_SOURCE,0,1
48744,KT768M,4K18PYV0DRS3M3SF2,Mitsubishi,L200,2005,KT,PRIVATE,equity_bank,400000,0.894,BANK_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
18785,SF861E,KU1V0JV9TS18CN4PZ,Mercedes-Benz,Vito,2008,SF,PRIVATE,family_bank,950000,0.877,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
18598,NB590B,5JWNKSBTFBUWRB6S2,Iveco,Stralis,2019,NB,PRIVATE,greatwarfare,4500000,0.887,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
82884,KM434P,6LU3NV3P8BGK4DFLK,Honda,Civic,2012,KM,PRIVATE,equity_bank,200000,0.897,DEBT_ENFORCEMENT,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
52164,GD828G,82U5UC9GL45RSLHW0,Ford,Everest,2010,GD,GOVERNMENT,kenya_gazette,650000,0.962,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
54878,KC115L,8XAGUDCKSPVV7FE4M,Porsche,Cayenne,2012,KC,PRIVATE,greatwarfare,7700000,0.853,VOLUNTARY_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
86043,NB614Y,3EW7T6U1Z7X98CRGX,Toyota,Townace,2009,NB,PRIVATE,kra_disposals,300000,0.912,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
96261,SK013X,5LP4GLVNXPYKYLCEA,Porsche,Macan,2007,SK,PRIVATE,kenya_gazette,2200000,0.935,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
71273,NE559P,LFLWXZ56U4R80A7AC,BMW,5 Series,2022,NE,PRIVATE,equity_bank,3450000,0.967,BANK_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
28827,GD781H,5VP473ZC9ALV7DY5Z,MAN,TGS,2022,GD,GOVERNMENT,garam_auctioneers,9250000,0.806,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
26097,GF237V,1N5X8ZXPBRYX8ACE2,Volvo,XC90,2024,GF,GOVERNMENT,greatwarfare,5450000,0.897,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
85377,SJ809L,H1FSHZ97NVYFPHST9,Honda,HR-V,2022,SJ,PRIVATE,kenya_gazette,1050000,0.996,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
59808,KQ965L,CZT1B8S8NGA2G4AE5,Volvo,XC60,2024,KQ,PRIVATE,family_bank,6250000,0.942,VOLUNTARY_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
69520,GJ621C,G7RS04CGYWHZTCH3U,Ford,EcoSport,2009,GJ,GOVERNMENT,greatwarfare,550000,0.849,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
6672,KX309B,R987LNUX8LUBBB70M,Iveco,Stralis,2016,KX,PRIVATE,keysian_auctioneers,2400000,0.893,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
40113,GH657C,Z3XHT8CLKTL620C1W,Volkswagen,Tiguan,2025,GH,GOVERNMENT,garam_auctioneers,2550000,0.84,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
3717,SK827A,4GAU81DW3ZWA65T3A,MAN,TGX,2024,SK,PRIVATE,greatwarfare,12850000,0.866,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
40535,GD148D,BDHVTG3YP7LUXFH9P,Lexus,NX,2018,GD,GOVERNMENT,kra_disposals,3200000,0.937,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
45906,KQ234L,67FN1LCLV9A80UJ7P,Mahindra,Bolero,2019,KQ,PRIVATE,kenya_gazette,850000,0.956,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
95738,KW855G,GMCLGS7JV1VZSDB72,Mitsubishi,Rosa,2017,KW,PRIVATE,keysian_auctioneers,700000,0.811,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
17964,NC357Y,SS4JJCS68L3KWA8VX,Land Rover,Range Rover,2018,NC,PRIVATE,garam_auctioneers,3200000,0.814,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
81018,KK632D,0130H0KVRA63PDCUP,Volvo,FH,2012,KK,PRIVATE,keysian_auctioneers,900000,0.842,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
67531,KW015B,FSCZNSGT4JVHLYD6D,MAN,TGX,2018,KW,PRIVATE,greatwarfare,7300000,0.87,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
72515,PD946V,8XM5YM4GHHJZELLFC,Peugeot,Partner,2023,PD,PRIVATE,kenya_gazette,1200000,0.931,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
21428,NH058X,8Y44896AF5PNM5TM4,Jeep,Compass,2006,NH,PRIVATE,greatwarfare,850000,0.855,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
16765,PD777H,FKPXNUMNWHKGE7CL7,Volkswagen,Polo,2020,PD,PRIVATE,kcb_bank,7800000,0.925,COURT_ORDERED_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
88830,GH763R,5379AU4RRWG07HM7J,Subaru,Levorg,2023,GH,GOVERNMENT,kra_disposals,1850000,0.941,COURT_ORDERED_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
80044,KH067G,Z9H5BV2HCZTB0KHN7,Hino,700 Series,2018,KH,PRIVATE,family_bank,3300000,0.927,MFI_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
82411,GD886M,UY9CJD33L33XZA3Z5,BMW,X5,2017,GD,GOVERNMENT,equity_bank,2550000,0.766,BANK_REPOSSESSION,unknown,1,1,1,1,1,0,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,1
6064,GH945I,5JB00TSAV28TS0GM3,Honda,Stream,2010,GH,GOVERNMENT,family_bank,250000,0.906,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
54500,PE106J,1ZKCBC6BEJ9US3T1X,Mercedes-Benz,E-Class,2015,PE,PRIVATE,greatwarfare,800000,0.864,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
29957,SE210F,BP5YK9BJ0GDBT6632,Land Rover,Range Rover,2023,SE,PRIVATE,kra_disposals,5600000,0.938,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
36390,NE854B,LUZ8098PY0134SEMT,Mitsubishi,Pajero,2016,NE,PRIVATE,garam_auctioneers,500000,0.805,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
87570,GC382E,4RASDDLNSHFJERX1F,Daihatsu,Mira,2019,GC,GOVERNMENT,kcb_bank,400000,0.876,BANK_REPOSSESSION,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
17737,KQ867Q,P4PS6MKL8AUYLBNEB,Subaru,Levorg,2009,KQ,PRIVATE,kcb_bank,350000,0.943,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
84540,KH212N,KRTEYEHUY1RMSAW81,Daihatsu,Terios,2019,KH,PRIVATE,kcb_bank,7900000,0.9,DEBT_ENFORCEMENT,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
13835,GQ884F,8YMZMHMUPLJBZ8K75,Ford,Transit,2013,GQ,GOVERNMENT,kenya_gazette,650000,0.943,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
37127,GX768K,TCD5ZPXGZ7W10RTS6,Kia,Sportage,2020,GX,GOVERNMENT,kenya_gazette,550000,0.995,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
89831,SG711E,X4ER566LPK8R8940A,FAW,Jiefang,2008,SG,PRIVATE,family_bank,1000000,0.942,SACCO_REPOSSESSION,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
98925,GH598N,R1WDKJRXGRB7NNJ5Y,Mitsubishi,Pajero,2022,GH,GOVERNMENT,garam_auctioneers,1350000,0.893,AUCTION_SALE,unknown,1,1,1,1,1,1,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,0
48879,KG584R,786SPMP9CZSZ2228M,Tata,Safari,2016,KG,PRIVATE,garam_auctioneers,1650000,0.814,VOLUNTARY_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
15488,KP396E,ANFTH80ZEHSZE2U8G,Subaru,Levorg,2015,KP,PRIVATE,family_bank,350000,0.885,COURT_ORDERED_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
34522,KC181I,618R7MDKWFPPAU479,Mercedes-Benz,E-Class,2011,KC,PRIVATE,garam_auctioneers,1300000,0.813,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
32697,NC982T,MPBYUDTPPSHVB8E6H,BMW,5 Series,2013,NC,PRIVATE,garam_auctioneers,1150000,0.856,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
56232,KS096Z,W6WKWXEE9GPSBMLWY,Jeep,Grand Cherokee,2023,KS,PRIVATE,kenya_gazette,2400000,0.948,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
31142,GF929C,WCGA3SUG95PA70UWY,MAN,TGM,2025,GF,GOVERNMENT,kcb_bank,9400000,0.941,GOVERNMENT_DISPOSAL,unknown,1,1,1,1,1,0,0.85,CONFIRMED_FRAUD,"[""govt_plate_no_discharge_doc""]",ORGANIC_MULTI_SOURCE,1,1
35182,KM426V,4XKR2AD71GFH4RSA9,Scania,R-Series,2024,KM,PRIVATE,kcb_bank,15150000,0.95,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
90691,SK634V,XZTC0L1P2LVEYS5NU,Porsche,Cayenne,2016,SK,PRIVATE,kenya_gazette,5700000,0.994,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
58226,NB452C,7N8RELD3PW0BPN7AA,Suzuki,Every,2010,NB,PRIVATE,greatwarfare,150000,0.867,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
6415,KP695Z,9RUA36NXB37ZMU9SF,Kia,Sportage,2016,KP,PRIVATE,kra_disposals,200000,0.924,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
24480,KB118V,NVFF2LR7RGJ1PZZVY,Volvo,FM,2022,KB,PRIVATE,kenya_gazette,3350000,0.99,GOVERNMENT_DISPOSAL,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
58276,KZ214A,16MT780FRMXYGJ7T0,Lexus,RX,2005,KZ,PRIVATE,garam_auctioneers,1850000,0.868,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
98639,NG981Z,LMGVHFLMDWM180X00,BMW,X5,2011,NG,PRIVATE,keysian_auctioneers,1050000,0.841,AUCTION_SALE,unknown,1,1,0,1,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
53112,KDH359R,,Mercedes,Benz,0,KDH,PRIVATE,family_bank,4000000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
95938,KCX387A,,,,0,KCX,PRIVATE,family_bank,5500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
70917,KDR359T,,,,0,KDR,PRIVATE,family_bank,850000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
96772,SKP2T,,,,0,SKP,PRIVATE,family_bank,4300000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
60612,KDJ158V,,,,0,KDJ,PRIVATE,family_bank,500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
4250,KDN269V,,,,0,KDN,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
77856,KCL312N,,,,0,KCL,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
53112,KDH359R,,Mercedes,Benz,0,KDH,PRIVATE,family_bank,4000000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
95938,KCX387A,,,,0,KCX,PRIVATE,family_bank,5500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
70917,KDR359T,,,,0,KDR,PRIVATE,family_bank,850000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
96772,SKP2T,,,,0,SKP,PRIVATE,family_bank,4300000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
60612,KDJ158V,,,,0,KDJ,PRIVATE,family_bank,500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
4250,KDN269V,,,,0,KDN,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
77856,KCL312N,,,,0,KCL,PRIVATE,family_bank,0,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,0,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
53112,KDH359R,,Mercedes,Benz,0,KDH,PRIVATE,family_bank,4000000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
95938,KCX387A,,,,0,KCX,PRIVATE,family_bank,5500000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
70917,KDR359T,,,,0,KDR,PRIVATE,family_bank,850000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
96772,SKP2T,,,,0,SKP,PRIVATE,family_bank,4300000,0.85,BANK_REPOSSESSION,unknown,1,1,0,0,1,0,0.0,,[],ORGANIC_MULTI_SOURCE,0,0
